,SampleID,C16H10O8+Metabolomics,C12H19N3O7+Metabolomics,Proline betaine+Metabolomics,Glycerophosphocholine+Metabolomics,C8H16N2O4(2)+Metabolomics,LysoPC(18:1)+Metabolomics,C26H44O5+Metabolomics,C20H12N4O7+Metabolomics,C12H16O6+Metabolomics,C8H12O6+Metabolomics,C19H28N6O5S+Metabolomics,Oxindole+Metabolomics,Glycine+Metabolomics,C16H15NO5+Metabolomics,C29H41N7O5(1)+Metabolomics,6-(alpha-D-Glucosaminyl)-1D-myo-inositol+Metabolomics,C12H22N6O2+Metabolomics,C19H34O15+Metabolomics,C14:1 AC (Tetradecenoylcarnitine)+Metabolomics,"C10:0,OH AC (Hydroxydecanoyl carnitine)+Metabolomics",C-glycosyltryptophan+Metabolomics,C13H16N6O3+Metabolomics,C30H48O5+Metabolomics,C28H46O4(1)+Metabolomics,gamma-glutamylhistidine+Metabolomics,C28H46O5(1)+Metabolomics,C3:1 AC (Propenoylcarnitine)+Metabolomics,C13H18O5_pos+Metabolomics,Nicotinamide+Metabolomics,C26H36O10(1)+Metabolomics,Hydroxyhippurate+Metabolomics,C7H10N2O3+Metabolomics,C21H20O11+Metabolomics,Tauroursodeoxycholic acid+Metabolomics,C16H24O5_pos+Metabolomics,C12H19N3O9+Metabolomics,C28H46O5(2)+Metabolomics,C30H52O6+Metabolomics,C8H12N2O5+Metabolomics,"C14:2,OH FA (Hydroxy-tetradecadienoic acid)+Metabolomics",Glucaric acid+Metabolomics,"C18:3,OH FA (Hydroxylinolenic acid)+Metabolomics",C23H32O7+Metabolomics,C10H17N7O5+Metabolomics,Hippuric acid+Metabolomics,C16H26N4O11+Metabolomics,C15H20N2O9+Metabolomics,C33H42N2O11+Metabolomics,C26H36O10(2)+Metabolomics,C17H18N2O4(3)+Metabolomics,C28H46O4(2)+Metabolomics,Cys-Pro or Pro-Cys+Metabolomics,C26H48O5+Metabolomics,Ketodeoxycholic acid(3)+Metabolomics,Pantothenic acid(1)+Metabolomics,C26H42O4+Metabolomics,Taurocholic acid+Metabolomics,C11H23N3O3+Metabolomics,C28H48O5+Metabolomics,C24:4 FA (Tetracosatetraenoic acid)+Metabolomics,C27H48O4+Metabolomics,C6H11NO4(1)+Metabolomics,C6H14O6+Metabolomics,C10:0 AC (Decanoylcarnitine)+Metabolomics,C16H14N2O3+Metabolomics,LysoPG(18:0)+Metabolomics,C7H12O9S2+Metabolomics,C6H11NO4(2)+Metabolomics,C19:1 FA (Nonadecaenoic acid)+Metabolomics,"C14:0,OH FA (Hydroxy-myristic acid)+Metabolomics",C19H21NO3(2)+Metabolomics,C11H14N2O3+Metabolomics,C6H10N2O4(2)+Metabolomics,Hydroxy-cholenoic acid+Metabolomics,C7H12N2O3(1)+Metabolomics,C5H10O5(3)+Metabolomics,C18H12N4O6+Metabolomics,C16H16N2O3+Metabolomics,Amino-Hydroxy-benzoic acid+Metabolomics,C17:1 FA (Heptadecenoic acid)+Metabolomics,2-methoxyacetaminophen glucuronide+Metabolomics,C8H17NO7+Metabolomics,Tryptophan betaine(2)+Metabolomics,"C18:1,OH FA(1) (Hydroxy-oleic acid)+Metabolomics",C20H24N2O6+Metabolomics,N-(1-Deoxy-1-fructosyl)methionine+Metabolomics,C24H36O3+Metabolomics,C28H50O4+Metabolomics,C16:2 FA (Hexadecadienoic acid)+Metabolomics,"C17:3,OH FA (Hydroxy-septadecatrienoic acid)+Metabolomics",C16:2 AC (Hexadecadienoylcarnitine)+Metabolomics,C11H11NO2+Metabolomics,C7H8N4O3(1)+Metabolomics,"C18:0,OH FA (Hydroxy-octadecanoic acid)+Metabolomics",C8H12N2O3+Metabolomics,C12H14O5_pos+Metabolomics,LysoPC(18:2)+Metabolomics,C9H18O9+Metabolomics,C12H18N2O2(2)+Metabolomics,C30H50O5+Metabolomics,C8H16O8+Metabolomics,"C14:1,OH FA (Hydroxy-tetradecenoic acid)+Metabolomics","C11:0,DC FA (Undecanedioic acid)+Metabolomics",C22:4 FA (Adrenic acid)+Metabolomics,LysoPC(18:0)+Metabolomics,C5H10N2O2S+Metabolomics,C15:0 FA (Pentadecanoic acid)+Metabolomics,C28H48O4+Metabolomics,C16H16N2O4(2)+Metabolomics,C9H16O4+Metabolomics,N-(1-Deoxy-1-fructosyl)leucine|N-(1-Deoxy-1-fructosyl)isoleucine+Metabolomics,LysoPC(20:5)+Metabolomics
34,ZLZQMEV-E15,5280775.118,282888.1323,5164649.653,12228800.99,379948.9212,90154906.99,383047.7975,111143.771,97418.20939,265725.424,1019260.802,104002.6244,134619.2922,67471.56603,594990.8974,3164822.184,121708.4512,373613.6936,1151256.139,224816.5679,3269185.784,698742.3844,299331.3652,10166913.41,378635.7622,458738.5675,71815.79559,430040.0701,83586.9261,2116608.657,18100.94322,1628495.021,76224.08516,1048199.229,464986.5688,73916.38438,1173295.1,551034.2413,1485093.376,285248.7151,1281402.495,248376.766,48236.91937,153479.5377,4228579.095,1883610.256,142182.2593,11303238.53,1683544.483,254925.2605,5734535.774,3626241.358,1130423.659,486723.7149,352240.7965,742249.388,182790.8444,143423.4434,4102081.671,47490.89424,764271.8073,27088.87759,200130.817,2289139.295,225956.434,83201.6334,186662.9553,88617.71791,577685.575,170038.576,84534.68257,224289.4784,80162.40703,761045.2422,165336.8906,341490.3179,796436.7363,25182.69428,92328.33112,1260612.505,47264.40897,356427.7013,3462084.677,1222300.586,60160.16132,1139009.952,182404.8112,2832804.772,708031.8867,435170.6538,114922.6548,97095.7152,269144.855,729019.1042,167629.9116,1014506.145,238588505.9,786454.9956,380936.4894,2722995.993,3295750.168,398854.221,15721.36942,1396754.308,82903749.84,1153649.107,468943.913,6075320.405,426639.3334,210954.3028,6966743.153,1681012.569
35,ZLZNCLZ-E11,5179698.44,461732.9428,8295986.799,15139049.6,465895.721,113557744.9,273416.7943,1033.175606,10576.67648,737235.0221,1629796.272,296490.873,127350.1659,431248.0505,113202.3341,3921841.539,35755.27481,661782.0171,1317570.899,294325.5275,5092124.362,276310.9068,161107.8273,6596646.357,1298098.801,255299.9947,204744.8174,55427.66726,78810.09237,10814683.62,8177.439562,1563508.379,55867.04564,290620.5441,106988.5823,110749.8167,877530.3522,342235.3742,1315655.042,147313.5875,1198638.372,218670.0938,34826.86262,617502.1979,5462984.694,2514939.996,98683.31691,13393687.25,6759553.832,897522.673,3610054.178,5729552.261,1520301.928,239247.0568,323821.1094,444873.6313,99714.96387,135456.3226,3209882.586,52904.34831,501835.1833,392321.4016,197307.2246,2706717.394,590174.522,49650.65346,528938.4692,132301.1924,373905.4146,103304.1406,288801.5429,231760.7504,138458.8636,1667032.515,255819.5295,335413.9692,562578.5016,274593.3279,81756.28286,847513.8795,120407.8109,355979.6021,4076802.928,657334.9707,413092.6997,1917789.21,1538281.349,2495309.876,393680.2774,438881.6522,124698.4596,139048.9791,7782.316441,400299.801,227714.8552,78106.82049,208786754.9,626114.4939,484967.8475,2304384.408,3349490.935,298829.6319,14918.37505,1283170.089,80214106.94,1177108.961,394125.1774,4021046.796,1602870.697,161225.6218,18937322.49,2283942.397
36,ZLZNCLZ-E12,5529704.424,75192.50939,6912098.074,4629264.803,833933.3585,92174035.62,337579.1555,228.018704,9305.415271,57393.98435,1890169.253,312510.2193,126927.8705,291557.2008,113426.0202,1597944.369,60541.10929,733285.9787,1602553.1,431238.3739,1284810.067,166783.5141,175368.4296,6889390.863,2369110.184,312449.1024,34624.86089,17059.00176,210289.1592,8399182.021,7344.799124,1390307.548,60023.05376,780694.0129,128768.5883,115321.1674,987874.5907,413324.5407,1448487.194,197788.5098,189539.83,284472.6287,33157.68085,208941.2697,4933023.46,3564165.406,106395.8012,10303889.67,7559791.853,2264508.885,3563924.417,8543566.653,1588573.723,283060.5423,413662.8419,521843.7578,241963.3593,186579.663,3385207.113,45095.63514,542864.4437,156145.8228,194136.563,3047581.486,1388968.472,76152.76639,680574.9463,325420.9369,335808.4021,143808.3791,241666.4193,256190.6639,211252.3513,1211213.03,399213.5423,373309.3269,7671.197029,133792.4507,94255.3638,879942.391,119514.0776,246439.0072,4056831.654,935954.6913,80051.0639,610710.8984,802322.4994,2576328.073,589496.8245,435937.9839,147124.7447,129010.8078,6328.775132,494907.5702,365921.9888,66768.80515,185974581.8,1741673.929,165270.5099,2391638.58,3690076.626,376930.3078,14151.56244,1185960.85,63196170.56,1304898.006,457916.9348,4199074.245,725891.0344,175185.2491,6663030.969,1927511.983
37,ZLZNCLZ-E13,4793597.549,62499.60497,7515908.835,3812502.793,653604.17,108325424.0,236801.2993,272.7084553,6211.869983,53069.13759,1663044.608,226685.1061,116736.4285,324214.0357,56970.49112,1729330.375,54624.21238,357702.9363,1027388.871,226119.4444,85435.29352,56341.59373,124216.6915,5469517.721,1718472.212,247337.2599,2038.99366,61144.36452,165395.8817,9491903.575,6138.832668,1247543.462,49986.52711,1016819.012,40503.33254,94987.2798,780392.1439,298213.405,857667.1777,118789.2665,474449.1965,256582.1406,24453.43418,558.9896629,5123008.846,2742840.382,94935.09561,5917457.731,5818019.654,1719221.307,2864408.198,3076364.713,1297632.321,214154.4375,381743.0849,401065.0134,178998.1803,155669.1395,2706597.974,42665.21856,413813.873,124264.6503,178902.9529,1396903.402,1120755.046,43200.49313,336533.1798,201808.3047,446127.2637,116666.6464,204289.9894,214050.1149,136730.7758,1163373.412,144452.1329,324111.8843,102343.436,146914.4134,104589.1624,907433.2653,96366.82385,250123.5651,3777083.055,808976.7147,115801.6273,33903.60183,1016929.381,1998637.482,489628.0189,452947.1983,105844.0411,103421.2742,7334.420415,439295.6617,136448.7668,75838.84201,195898372.9,1887911.976,21521.4755,1871979.479,3680002.076,213414.8051,11199.59231,1141737.82,103919886.8,677115.4022,468508.2695,3291102.007,830656.2368,57257.74549,185854.3734,2022575.949
38,ZLZNCLZ-E14,5330962.145,65006.64454,6142112.057,5397630.067,689914.8256,114694909.7,331690.3569,2000.858368,10039.34641,471957.5981,1773439.814,244974.4486,129355.8317,421060.57,30427.3906,1938277.007,72332.12584,634771.9271,1351464.599,294190.8481,1412678.711,272892.4519,163816.4877,7278607.137,799324.4807,308174.7287,32641.00515,48609.51773,290071.598,7946198.878,10761.60622,1241595.534,60760.08875,734509.7243,119314.2969,121113.0341,1015295.152,390364.7286,1033399.286,188031.1022,657870.5928,406776.7128,35783.30448,147280.306,4509399.917,3350491.737,113244.4831,260848684.4,9033703.048,721213.9769,4117574.244,6751348.939,1828269.066,303662.045,528851.385,534124.3275,230821.8741,221406.6987,3872098.545,59813.2489,590413.4505,201232.9642,195030.0859,1937754.148,444797.4712,68002.45217,758527.3968,178047.6328,727806.7384,158443.8178,280755.0818,276947.976,191722.5296,1073302.285,299407.0965,302996.3541,199452.8779,224537.4643,119469.0463,1404301.888,121540.909,228542.105,3933765.004,1293371.726,260581.2165,606111.6205,1007041.3,2982894.472,940062.7674,430407.1163,122280.6682,131452.1255,2742.21567,625409.0968,304604.3291,75640.43365,215697450.8,1675665.469,515213.4748,2677937.551,4016965.179,334145.4427,45507.95957,2185278.238,84924998.42,1172410.173,796713.2827,4695284.383,1129282.999,190163.5534,5064193.552,2569681.612
39,ZLZNCLZ-E15,5626443.338,441642.0686,6375932.643,15343310.98,407284.5698,85297060.7,231739.8933,1176.039362,8607.505452,806601.5971,1614574.833,275765.3731,146152.305,272611.8375,160035.7669,6131794.742,28599.032,717356.8474,946778.9702,227232.2096,3124474.389,216662.5659,129697.1503,5688901.15,1656633.853,238800.9355,109562.3166,46733.22602,187346.6119,8010195.942,6306.626515,1296808.404,51129.66562,171777.6049,77274.64769,83400.26792,733825.7082,278468.5773,924722.2555,155088.8684,1470519.648,205695.5423,33084.7409,392337.5388,3912834.924,2018266.483,96528.95937,11056640.8,6223620.886,1590753.549,2864532.621,2383745.273,1213654.446,225749.1296,353063.3774,380596.5906,89306.40304,123259.8595,2727267.54,45085.36494,441138.4853,199606.1802,189995.5706,1559449.58,998618.0485,36677.65978,650129.0943,115746.9799,409873.198,106113.1081,210160.1775,188455.1263,102615.4058,728221.632,118561.859,292748.6064,404408.7823,121073.4619,92765.18434,772072.325,103413.7989,455849.3454,3694027.286,537607.5839,132037.2256,1342948.111,612766.4208,2142182.944,386917.9604,452697.3076,80174.67184,106785.9247,4814.066635,351778.1958,112038.4745,81824.41166,172562582.4,818378.3962,520529.5963,1836640.335,3056159.605,291685.2914,10711.41298,1433875.661,60835276.18,936551.5308,368104.2579,3451050.973,930080.0981,245943.5205,10822659.7,1685138.744
40,ZYHHR4Z-E11,5419267.55,300597.3144,11766225.5,13216775.97,482115.1948,148736059.0,112251.0655,244763.6166,174480.3222,130953.9348,584499.7749,279135.9526,179480.3878,223884.3763,244795.4406,1671928.914,88429.99511,645829.8911,858225.3046,287568.6942,1277951.932,1005598.427,81885.30663,3013823.102,485986.7569,170494.1338,42890.78659,1563845.376,99246.47344,7197023.134,155514.2589,1578636.401,108956.635,209839.4067,410120.5311,462.1290017,442793.7537,122093.9073,1428011.543,238088.7847,725455.9159,268781.4608,43726.39619,97568.81765,5389745.632,2287020.357,187309.397,13745493.93,3793751.464,441268.7187,1453235.0,5608946.525,393690.0936,166041.2473,258715.9523,290683.8504,73954.48412,236842.972,1550437.138,67738.01178,337575.8327,155883.1373,201311.0455,2157428.518,280747.5713,163661.5119,822188.1101,159804.9554,760522.3239,238663.3457,308699.7525,197408.4763,99540.36673,2043046.988,251247.7076,1902764.599,353131.0226,116125.8063,93524.75275,1423729.965,122120.7296,235449.2198,1176293.191,1094028.59,160539.9762,367776.5882,989382.7543,1248331.962,406025.05,441704.3538,67239.16626,89818.65562,667331.5851,961330.3104,238383.3412,2451108.966,275118111.3,563044.2569,233355.8235,1329439.398,3328723.726,391896.4095,24697.21202,1576985.756,117045943.5,1595585.25,706626.6293,2441153.43,678515.7258,296493.5768,3906984.864,6916810.559
41,ZYHHR4Z-E12,4632677.86,237982.0662,9193810.415,10958657.44,416298.7399,147456286.1,118885.1301,238396.2227,205658.4672,239264.3086,542689.0635,323309.2659,129713.7752,439003.6559,410777.5306,2505965.399,100983.4483,699816.0172,992938.7131,302694.3801,1795524.915,827810.9449,102626.1635,2884703.918,705967.1878,189423.0221,55570.52064,1648791.104,104275.1934,5350085.434,65738.98783,1235700.143,92006.846,284474.4023,449495.1897,80060.74322,449148.4203,165621.2503,1019266.885,234570.6664,955662.3569,278484.1182,38316.57004,213413.0645,4086253.319,2309858.551,174731.5884,13682798.67,3499017.179,634106.1813,1534867.499,3842394.243,394116.7201,153108.4644,302072.8828,337111.478,139253.2156,120691.2655,1574341.435,56096.67993,318082.2099,139735.7341,178748.6078,2694309.348,440849.9332,187923.2793,854491.3984,122189.3985,508410.5636,201627.5178,288861.3008,213008.4885,110736.3999,2063390.417,173222.9434,3041631.005,255311.8561,106983.8869,108744.0672,1093244.27,93037.04745,312118.7845,872688.6849,1306362.129,129149.2896,620776.6936,1021733.754,1234500.39,382478.9445,404168.7669,86428.46736,104405.5339,514198.307,1062516.194,173372.7683,3644343.668,278637712.8,1526827.687,352951.2098,1303458.954,3857652.434,374678.9929,20441.59191,1239451.912,116141531.3,1285398.733,622898.5665,2472573.526,1446265.93,159186.8561,7174289.679,6817779.225
42,ZYHHR4Z-E13,5054312.111,250342.2069,11225429.08,9862975.015,363577.661,141771983.2,100737.8523,224414.0049,136570.6306,548149.4336,483973.8086,310004.943,158936.2304,179830.3929,170619.6484,9881281.228,89944.48386,545877.8855,750962.6028,172675.1805,1747740.525,558216.7035,73005.98061,2648422.945,948435.8157,132517.1991,74139.89914,1582955.551,108426.224,5116582.619,58686.24701,1327716.284,88897.74126,377941.6489,263145.9283,78091.8444,395743.996,102661.8712,569650.8522,155855.8868,904814.2016,229813.7624,25212.08763,232550.549,3626214.869,2103331.524,170731.4396,11259812.43,3008724.222,784152.139,1345451.803,332295.6983,335392.6324,118361.4274,268175.2899,284429.9184,87704.66173,170321.5704,1355478.758,44775.08042,292531.9512,92130.18803,190378.8683,1218897.117,526925.3372,133501.7905,642554.0135,102969.1006,626321.1732,155508.9766,226644.8588,215475.809,76223.72917,1390378.639,11484.59785,2675187.537,165112.9805,94182.54212,99916.00541,1277786.144,74198.49852,593632.8369,1061320.234,1092198.801,109599.4492,845090.8891,888040.2706,1087275.538,352624.2469,410674.6741,69672.08441,102494.249,510623.8432,975430.2207,16663.59513,2202668.763,261533652.0,1560848.517,194142.223,1146754.413,4094338.466,251101.6834,15796.96902,1347422.465,127254791.8,441932.554,695235.435,2174632.979,583333.0985,113943.8398,8360948.526,5959674.754
43,ZYHHR4Z-E14,4973401.343,187224.3423,10960470.02,7280814.774,531183.6207,128368589.5,135782.5204,258279.2341,153769.1616,705602.1591,573054.9536,342617.4017,166774.8756,233004.2996,258416.0708,4383026.33,76944.9621,505527.3338,698767.6375,130466.1901,2623311.37,514564.5329,100886.9235,3196696.429,858190.9324,184795.3515,82090.18062,1796931.009,105783.2517,5314398.72,59098.54581,1248626.138,102729.4759,254134.6522,274309.3155,100301.7953,476610.1995,139770.8233,808442.7424,164176.3386,1482919.163,243474.9353,30656.79683,255208.2093,3174836.664,2495672.839,193645.3693,9775712.598,3764065.716,721674.5976,1514827.325,4335282.281,420410.2344,170856.7542,263183.4648,343622.3823,82750.43034,206872.386,1685449.964,34701.08693,354776.844,113100.6764,191904.2221,977439.3313,479146.7015,156177.8976,624274.2984,138995.4518,588153.9905,143918.9379,210573.2859,193833.2582,100975.6315,1508854.441,198330.2805,2717721.119,624973.895,93965.42246,109001.7974,1212071.486,87093.89035,378107.3724,1182509.519,1034329.212,101831.5824,935081.3688,933797.7074,1316583.954,366440.9894,416341.8603,66629.53971,110733.2345,486195.9047,897995.0095,209664.0465,2573054.111,260228138.8,1373454.156,323008.807,1378476.677,4010356.213,246360.0647,28096.86814,1309227.362,105036674.0,1371913.934,644191.2085,2584070.738,660744.9876,169966.3813,9573504.975,6159936.718
44,ZYHHR4Z-E15,5318858.575,303519.5734,8950943.656,14041941.76,412165.7236,119463677.9,157334.2181,333591.8337,159848.0113,1037085.017,683937.4699,270325.6008,129365.3934,99553.67864,370851.8099,3840443.514,73533.53229,706160.5791,533518.0153,102010.1326,3764704.401,1041110.33,119282.6977,3548478.378,1683927.955,201492.5274,106170.9848,1512712.295,78730.50107,4830688.282,38237.09215,1354915.146,141035.5912,185511.6815,436987.1793,96183.09368,541427.4303,160587.5917,996301.267,180624.9047,1003024.346,290740.6954,46734.50069,287435.518,3096547.571,2135224.636,230121.1493,6772711.477,4124061.257,1479500.273,1711602.996,3969308.531,499360.706,199752.7538,240907.5288,439127.0514,162035.4127,143640.6815,1936084.752,52899.36865,459171.0312,101413.6697,190411.81,998670.546,1132500.131,184493.6328,895894.7861,114813.3431,723953.8569,172683.1567,181789.3502,160333.2445,76244.52401,1089554.554,178881.509,2164385.437,517116.546,22626.2311,94147.50487,1184602.928,79812.21207,346607.1332,820634.0605,977543.0012,38792.55554,1215724.204,298867.4329,1509743.493,422536.215,450127.3258,30837.16043,100732.9644,665497.8229,761899.5519,184262.9973,2076617.598,235590992.0,978286.7101,267401.4825,1462042.096,3562024.296,310980.9727,23195.37376,1658677.516,82853615.99,1615271.39,610270.8314,2938409.761,576026.2063,150362.629,11254911.62,5404469.986
45,ZY7IW45-E11,5553851.46,306652.6418,2023284.215,16323191.56,359135.821,64604495.23,57200.06653,2290.35429,7665.900675,16221.84023,93498.07757,695294.2212,129313.9287,111569.7241,12957.55733,2409709.77,73271.48862,93275.49044,458983.208,78478.44814,194400.0982,627848.293,64948.24065,2285582.284,1771202.473,104549.6426,6637.097112,21198.91129,83366.33178,603682.1122,4878696.204,2099241.479,27691.23439,12605420.28,166078.4785,80226.75077,231231.6026,71164.17974,977267.2969,78918.65314,1417106.942,206698.6122,34827.24197,17535.09133,1391490.108,1938664.519,60615.55294,15996822.03,669841.157,1263779.28,1169166.944,4048569.515,237884.0481,58908.00528,242097.2772,143923.8887,3663743.979,148214.891,932855.3059,37659.74818,89739.65725,2020063.514,280485.0475,1057892.104,756476.3868,92234.786,1379990.191,96844.90483,403131.541,92705.9043,658.561455,282496.8673,139708.3935,803576.5726,187158.4909,382997.078,405432.504,102865.0993,107810.378,1162186.038,121957.9841,277382.63,4377948.737,930194.592,192816.4468,43328.83512,523533.916,678671.7876,326760.2588,438081.4945,9851.619001,150326.2791,22764.57502,717844.3913,172473.3121,45582.6197,116018793.6,686426.4995,417631.7555,716052.3704,3688473.478,163829.4419,14314.83174,944238.5168,39594814.2,1279068.497,538969.4958,1207066.746,522861.4776,41684.51589,740265.6323,2960775.457
46,ZY7IW45-E12,5306904.788,143398.337,2002929.405,10079317.92,442490.0665,87240091.29,69092.29124,7693.906585,8559.466353,15949.71958,54318.77579,502988.2451,104115.4304,212255.8019,63240.8757,1874448.103,58875.14698,103230.9626,686611.6765,126833.6283,162168.9155,708208.9653,57089.91059,2328742.216,893708.9859,96902.31548,3532.278322,76067.349,76980.78566,926589.304,6487015.474,2313646.889,34377.18962,12603721.8,279858.1185,81689.2767,259731.3979,82745.11902,1203405.604,97928.40345,1765024.032,222082.5226,26257.09842,12355.79085,1349443.794,2109287.711,64757.99355,17963952.43,772191.915,651091.144,1163608.525,6785827.254,270792.9196,67647.90692,392960.4719,154414.2707,3370818.48,156075.7765,994953.9423,40162.63463,109031.8837,1429946.555,251180.64,1586687.66,395276.5334,115090.5065,1487328.785,115665.9263,335982.4456,85275.14375,14969.17595,276718.9175,130202.8339,1258927.524,311912.3774,351203.4669,878519.9825,154194.8099,123158.8773,1228224.711,163203.5177,210199.9702,5852942.438,935476.0341,220162.5204,34592.55806,900319.9651,687076.7456,367018.7207,417931.7648,45572.47759,145400.9873,16959.28417,661538.0037,302883.9867,61481.58627,146384202.7,1092882.463,272481.7505,766434.6463,3720100.472,198908.3279,15426.76492,1019507.619,64242861.78,1736706.643,513990.5447,1212550.235,803066.4596,33974.0246,556680.7903,4016745.527
47,ZY7IW45-E13,5546768.988,80205.54213,2627823.653,4498219.095,843310.9112,72938988.99,87526.68296,8667.024505,7646.152649,26541.88374,44364.02775,943805.1559,97501.20727,185181.475,29957.22708,2237270.223,57064.7496,86204.41796,559455.9777,121070.4759,241101.2783,516700.7599,90451.89738,2785130.578,977366.7229,119177.4972,7709.171819,69114.73371,71071.83599,798996.7134,6290032.574,2648335.685,40457.34264,10309557.66,198775.1424,100615.2063,324544.8191,107116.5798,1856004.409,101646.7808,1426751.078,242950.0097,35462.9253,13184.83519,1524627.553,2939418.361,72173.66203,14319722.98,826328.8539,691485.5917,1336864.356,6974447.139,355934.6891,89381.32651,287160.5939,200191.5578,3093227.21,170092.8148,1213137.865,31911.75028,140866.0649,2192681.196,265661.7275,1179905.345,441392.9059,118226.5261,1375298.172,250280.7082,327923.3193,100339.5512,13499.26511,298904.7309,201502.967,1121676.662,312212.4274,351917.9,729387.5949,133034.4957,122189.7906,1074448.106,179085.5502,228370.0774,5335454.644,1007167.493,179069.8815,63704.96446,867924.9802,838642.7876,277815.9368,430960.9308,39399.60914,150223.6193,47876.60126,627052.7483,302483.8573,69172.66308,128486902.9,829292.7821,199894.9982,929654.0354,4536952.567,213930.8477,19474.51096,967044.6547,46002404.06,1635221.212,449214.3891,1484460.407,530341.7564,26069.5392,773972.434,3213109.403
48,ZY7IW45-E14,5362536.781,170290.9539,2329773.269,9562388.781,554556.236,74181316.69,72902.98422,9498.159097,8396.406248,67833.21057,44266.70955,813569.7174,95454.1801,206362.6171,83939.38085,2045210.985,78578.55038,106206.2952,508220.8962,97807.30349,366243.2098,690966.2354,54475.39033,2523888.575,1151747.111,110829.9711,13226.19393,66604.25901,50793.41399,733708.7765,5783200.701,2528060.2,40366.73321,7055692.387,264652.428,86907.29645,259369.1779,85894.83838,1414679.535,108587.5223,1497962.583,269504.7805,45305.24871,26142.15072,1270247.949,2242065.808,69016.78555,18028886.25,808573.5851,828256.1673,1132768.457,4879867.738,290061.4343,72671.14654,298157.5075,170138.2025,2438598.829,150214.9546,1041199.768,45085.32784,115020.7525,2148853.421,265089.9522,1003839.404,528269.9436,98910.49106,1354619.275,147583.2769,576765.4258,127940.7508,12834.49722,281796.3757,156460.898,978573.3983,226040.9086,357581.283,569928.5902,157044.4255,128019.7627,1716661.571,159837.2935,237399.7709,5091032.635,1067244.492,212542.623,87870.1303,820151.301,720369.0997,496684.6284,431706.9012,31891.18033,135999.3543,36295.65192,699573.7648,225228.082,78057.71725,127410005.7,805385.258,461182.0698,795857.3213,3965020.332,238793.7834,16823.15234,1428030.487,48552060.62,1710803.287,660505.2344,1280421.801,821693.8748,114253.9856,1248712.619,3596559.506
49,ZY7IW45-E15,5364216.78,669836.6369,1839073.69,28672159.68,379369.7479,64352538.02,50679.44909,4787.042486,7001.453634,78865.98023,30130.59959,703276.2783,115178.4804,95245.32187,68319.47383,2668603.755,95775.70915,85740.79218,458619.3085,29762.63315,250080.9856,899766.1263,40380.37253,2573684.688,2203913.299,97785.71444,10711.2096,32561.48246,34497.34586,780707.3569,3961847.632,2273454.106,32808.33673,2471830.726,445156.6004,83699.23772,211183.6562,77534.17654,1068406.964,125331.0377,1352745.695,318469.9146,33211.37254,20488.86158,1374617.56,1902197.32,67768.53946,14548498.45,690531.1072,2227343.765,1358724.016,4172813.024,249382.8088,71055.83448,229118.4859,120117.8442,979404.9878,164323.0758,1010812.106,62908.20857,114041.5493,1793122.8,268368.8534,1041150.303,1422653.28,102352.8269,1278194.668,93410.29726,865166.2369,189546.7596,229.7214649,246162.8574,113057.3689,793350.0065,197852.9073,351875.5385,499626.8815,90919.99086,125484.885,2422894.448,150961.9362,290717.6403,4641699.504,1290834.901,126691.4184,64943.27086,619518.2808,802761.6143,726102.1926,439960.3333,19461.67561,137757.1903,25773.65062,803842.057,183358.4208,51922.32271,104689259.3,603478.7798,435568.0025,779433.8304,3300721.121,311353.5959,14957.67681,2062461.025,42206666.89,1351188.664,897751.0922,1410980.666,567596.6237,232991.7854,889517.4001,2730309.314
50,ZWFDEY0-E11,4674667.269,517727.6461,10252453.8,25252762.94,433229.279,115766889.6,598920.8004,76695.01572,55698.64715,555200.2082,1054979.054,192516.0649,128938.0476,460811.1392,42224.3696,5667214.76,63621.35461,832181.6747,1819186.45,203438.8035,3621845.23,460190.0193,312896.3706,11907846.49,107609.2547,419201.3974,125806.9051,187456.5871,112498.7346,830027.898,14140.86248,776089.9951,39782.62877,1056010.72,221015.629,381057.3827,1533463.261,717577.5057,1802528.983,199757.2007,845644.9664,285340.1526,34118.62282,366396.7573,5470096.186,4785170.922,78304.71952,223981310.2,616996.8881,90630.79948,5052460.204,6084673.75,2588991.574,432021.1282,459009.8156,839026.1575,424586.3322,126189.6936,5755170.407,107716.8138,513193.1605,313847.6567,146792.5438,3110652.09,53778.17146,37456.39595,336321.6412,128420.6346,819159.0063,108752.3452,452773.7874,174576.3721,101231.9313,613353.2446,284680.8056,322945.43,175449.4436,143911.5802,60379.90034,2338596.791,56662.77741,447709.1309,698643.0417,1439543.195,243638.5312,1042140.321,383953.6314,2764871.273,714912.3458,434659.0689,165446.2877,111701.3623,232311.8037,630548.4842,283572.0173,324420.8798,187942803.8,560990.3412,860978.3644,3767986.616,2902285.913,309859.1182,16159.60274,2359327.084,54761155.39,1579062.961,531226.9307,5563841.969,472217.3259,231850.7097,11613007.6,7314888.182
